provider	case	record_id	record_class	source_locator	canonical_parent_id	canonical_conversation_id	disposition	reason
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a13ef9d432ac14f01	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a13ef9d432ac14f01.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a1c0155969d9b14ff	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a1c0155969d9b14ff.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a1c0579e067d1eba0	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a1c0579e067d1eba0.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a21d99459774ebb1b	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a21d99459774ebb1b.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a248042581f9478f8	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a248042581f9478f8.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a2564bd7d50e0a7f4	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a2564bd7d50e0a7f4.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a2ac996456304dcda	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a2ac996456304dcda.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a333d3fbacae43cba	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a333d3fbacae43cba.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a33edacd2be720677	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a33edacd2be720677.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3517998645878e0c	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3517998645878e0c.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a351a6df70b5d8fa0	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a351a6df70b5d8fa0.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a37432d1ca2649405	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a37432d1ca2649405.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3d35dafcaf178cea	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3d35dafcaf178cea.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3e93cf64c9933848	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3e93cf64c9933848.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3ee6c5ef44b4bed2	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a3ee6c5ef44b4bed2.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a4c56c7ac418daf6a	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a4c56c7ac418daf6a.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a51dc834876de2cb3	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a51dc834876de2cb3.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a590d41d71dbca84a	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a590d41d71dbca84a.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a5b50de1c72c8fee7	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a5b50de1c72c8fee7.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a5bb509c317f319c2	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a5bb509c317f319c2.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a5cc0dbf1d54912c3	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a5cc0dbf1d54912c3.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a62cb958dcf4b7694	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a62cb958dcf4b7694.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a70e86e0454e3fc29	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a70e86e0454e3fc29.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a72d8a06260a0a9d0	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a72d8a06260a0a9d0.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a73d28cd4bbcd3c7c	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a73d28cd4bbcd3c7c.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a75578ef07723ce4b	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a75578ef07723ce4b.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a7a29e4c092ec39ee	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a7a29e4c092ec39ee.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a80d18306bfa00db6	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a80d18306bfa00db6.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8b262625bfb032b7	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8b262625bfb032b7.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8be537470270310d	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8be537470270310d.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8cfc41b85240f63f	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8cfc41b85240f63f.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8e3adcc768a7ed31	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8e3adcc768a7ed31.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8ee16ac1d7d48381	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a8ee16ac1d7d48381.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a91f9a9a54bf5fa61	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a91f9a9a54bf5fa61.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a927f15bc1e67f43e	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a927f15bc1e67f43e.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a997a891d49552771	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a997a891d49552771.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a9c7648e57174d6e5	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a9c7648e57174d6e5.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a9ef3f30ea111550a	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a9ef3f30ea111550a.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a9fda317caa381097	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-a9fda317caa381097.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-aa42744a4600044d8	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-aa42744a4600044d8.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab1bfdb37c4e3f357	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab1bfdb37c4e3f357.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab3ba14747244e6ab	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab3ba14747244e6ab.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab6fffa078e014b78	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab6fffa078e014b78.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab7cc6060f56d0c0d	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ab7cc6060f56d0c0d.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-abac60a2c9896d9d1	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-abac60a2c9896d9d1.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ac40aac3b07f3cd85	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ac40aac3b07f3cd85.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ad2ca29c1f8ca5158	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ad2ca29c1f8ca5158.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ad7fcc4d08105f3dc	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ad7fcc4d08105f3dc.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ad9d2445937e513ae	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-ad9d2445937e513ae.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
Claude Code	ARC-AGI-3	066c8134-787a-41a1-8dcb-dd4815d4a1d1:066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-adf538499b309ac4d	subagent	claude:ARC-AGI-3/066c8134-787a-41a1-8dcb-dd4815d4a1d1/subagents/agent-adf538499b309ac4d.jsonl	066c8134-787a-41a1-8dcb-dd4815d4a1d1	626c7722-330b-4125-b1de-439d21bef0a0	trace-only	child record linked to top-level Claude record
